ResponseId,age,sex,race,AC_1,AC_2,AC_3,AC_4,AC,Version,Condition,Order,1_Test blockV1_INT,2_Test blockV1_INT,3_Test blockV1_INT,4_Test blockV1_MCI,5_Test blockV1_MCI,6_Test blockV1_MCI,7_Test blockV1_INT,8_Test blockV1_INT,9_Test blockV1_INT,10_Test blockV1_MCI,11_Test blockV1_MCI,12_Test blockV1_MCI,13_Test blockV1_INT,14_Test blockV1_INT,15_Test blockV1_INT,16_Test blockV1_MCI,17_Test blockV1_MCI,18_Test blockV1_MCI,19_Test blockV1_INT,20_Test blockV1_INT,21_Test blockV1_INT,22_Test blockV1_MCI,23_Test blockV1_MCI,24_Test blockV1_MCI
R_22KN9KxHdoU3MW9,19,1,1,1,4,3,2,1,2,1,4,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,1,1,2,1,1,1
R_OloEB2ZWUcZBuA9,18,1,2,1,4,3,2,1,2,1,4,3,1,3,2,3,2,1,2,2,2,3,1,4,1,2,3,3,4,2,1,3,1,2,3
R_PG98mrIV0s9YPIZ,18,2,5,1,4,3,2,1,2,1,4,3,2,1,2,2,2,3,3,3,3,3,1,1,1,4,2,1,4,3,1,1,3,1,3
R_9soMmFR0K5NfqDf,18,1,6,1,4,3,2,1,2,1,4,4,4,4,2,2,3,1,3,4,3,4,3,1,2,2,2,2,2,1,1,1,1,1,1
R_2tM7L65WH3s3Tax,20,2,1,2,3,4,5,1,1,2,1,1,3,3,1,1,2,2,3,2,4,2,2,3,4,1,4,1,4,4,2,4,4,3,3
R_2yflHPKs1NijNJT,18,2,2,2,3,4,5,1,1,2,1,1,1,4,1,1,2,1,2,2,1,1,2,3,3,4,3,1,1,4,2,1,4,4,4
R_3oBznhmHl8gzamY,20,2,2,2,3,4,5,1,1,2,1,1,1,3,1,1,2,3,2,4,2,3,2,2,2,3,4,4,4,4,3,4,4,2,3
R_2vijORHG4TXRsME,20,2,2,2,3,4,5,1,1,2,1,1,1,2,1,2,2,4,1,1,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4
R_1EjopEsgRwgcoqu,18,2,6,2,3,4,5,1,1,2,1,1,1,1,1,1,1,4,2,2,2,2,2,3,3,3,3,1,2,4,4,2,4,4,4
R_1gdb4fv5zOZRDZg,19,2,1,2,3,4,5,1,1,2,1,1,1,1,2,1,1,2,2,2,2,4,4,3,3,2,3,3,3,4,2,4,4,4,4
R_1OqKHHojBXnjZs9,21,1,4,2,3,4,5,1,1,2,1,1,1,1,1,1,1,2,4,2,2,1,3,3,3,1,3,3,2,4,4,2,4,4,4
R_2arBxHGtHEVX0nV,18,2,6,2,3,4,5,1,1,2,1,1,1,1,1,1,1,4,4,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
R_3ncttULOviO9GhF,22,1,2,2,3,4,5,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
R_Rzb9BKkheW3HOJr,22,1,1,2,3,4,5,1,1,2,1,1,4,3,1,1,3,2,2,2,4,2,2,3,3,3,3,3,3,4,4,4,4,4,4
R_2ttb6NNekwlN1UJ,19,2,6,2,3,4,5,1,1,2,1,1,4,3,3,3,4,3,3,2,3,4,2,3,2,2,3,3,2,2,4,2,4,4,1
R_3DjQe49nr5fLiIC,19,2,5,2,3,4,5,1,1,2,1,1,2,1,1,1,1,4,2,2,2,2,4,3,3,3,3,3,3,4,1,4,4,4,4
R_3oNpW5EhAijAqAh,18,2,1,2,3,4,5,1,1,2,1,1,1,1,1,1,2,2,4,2,2,2,2,1,3,2,2,3,3,4,4,4,1,4,4
R_1NFhjK3CL41DArC,21,2,2,2,3,4,5,1,1,2,1,1,1,1,1,2,1,1,2,3,2,1,2,4,3,2,3,3,2,4,4,3,4,2,4
R_3DnZA9zPqL64RLJ,20,2,1,2,3,4,5,1,1,2,1,1,1,2,1,1,1,4,2,3,4,3,3,2,4,2,3,3,2,2,2,2,1,3,1
R_uxMx2gHwxvQj3SV,20,1,1,2,3,4,5,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,1,3,3,3,1,4,4,4,4,4
R_1mmdI4sfKBftiVs,19,2,1,2,3,4,5,1,1,2,1,1,1,1,1,1,1,4,2,2,1,1,2,3,3,1,2,3,2,4,4,4,4,4,4
R_32LdGj7gY5QJsXb,20,1,1,2,3,4,5,1,1,2,1,1,1,2,4,2,2,1,2,3,2,2,4,3,3,3,4,3,4,4,1,2,1,1,2
R_25A6StPHHSnnkL2,19,2,6,2,3,4,5,1,1,2,1,2,1,2,1,2,1,3,2,4,4,2,2,4,3,3,4,4,3,4,2,1,2,4,4
R_1DUzFz2lGdXJbUl,19,2,5,2,3,4,5,1,1,2,1,2,2,2,3,2,3,1,1,1,1,1,1,4,4,4,3,4,4,2,2,3,2,2,2
R_3fK90szvOz0vx42,18,2,1,2,3,4,5,1,1,2,1,2,3,4,2,2,3,3,3,2,3,4,4,1,1,3,1,2,1,3,3,3,2,2,2
R_1hEzsH64pVi9IC0,18,2,2,2,3,4,5,1,1,2,1,2,1,1,2,1,2,2,4,1,2,2,1,3,3,3,3,3,3,4,4,1,1,4,4
R_DjKtXKThLqajicF,18,2,2,2,3,4,5,1,1,2,1,3,4,2,2,3,4,1,1,4,1,2,3,3,2,3,1,4,2,1,1,4,3,3,4
R_1i5qQfJ0GcDNeb1,21,2,2,2,3,4,5,1,1,2,1,4,4,4,4,3,4,3,3,1,3,3,3,3,3,3,3,3,4,2,2,2,2,1,2
R_3FIkSkAkNl7kBDj,18,2,2,5,2,3,4,1,1,2,2,1,2,2,1,4,2,1,2,1,1,4,2,3,4,4,2,3,3,4,3,3,4,4,3
R_3oyDOWu5PwbELPL,20,2,3,5,2,3,4,1,1,2,2,1,2,3,1,1,3,3,1,4,1,1,1,3,2,2,2,3,3,2,3,2,2,1,4
R_2vYZQI8r4iI20W9,18,2,3,5,2,3,4,1,1,2,2,1,2,4,4,4,1,2,3,1,1,1,1,1,3,3,2,3,3,2,1,1,1,2,4
R_2U3l6djiw5tNBca,18,2,6,5,2,3,4,1,1,2,2,3,4,4,4,4,4,3,3,1,3,3,4,2,3,2,2,2,2,4,3,3,4,3,1
R_3oGt8srGkt1wJRA,18,2,6,5,2,3,4,1,1,2,2,3,4,3,3,4,3,1,4,1,1,3,4,4,2,4,2,2,2,3,1,1,2,3,3
R_1LjNTqQF3c5IDyq,20,2,7,5,2,3,4,1,1,2,2,3,4,1,3,3,4,3,3,4,2,2,3,1,3,2,2,1,4,4,3,4,1,1,1
R_2aqs8oGuAL4GIuq,19,2,6,5,2,3,4,1,1,2,2,4,3,3,4,4,4,3,2,1,3,4,3,2,2,2,1,1,4,3,3,3,3,3,3
R_1QiH37l1clD8Pq6,19,2,1,5,2,3,4,1,1,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,2,2,2,2,2,1,1,3,3,3,3
R_3MngN3xhOmdB45W,20,2,5,5,2,3,4,1,1,2,2,4,4,4,4,4,4,1,3,3,1,4,1,2,3,4,3,4,4,3,1,2,3,3,3
R_VKcNWjlTQGy9rMZ,19,1,4,5,2,3,4,1,1,2,2,4,4,1,4,4,3,3,1,1,1,1,1,2,2,2,1,2,2,1,3,3,3,3,1
R_3FX60gZDktLnVk8,19,1,4,5,2,3,4,1,1,2,2,4,3,3,4,4,3,1,1,1,1,3,4,2,2,3,2,4,4,3,2,4,3,3,3
R_3efuwJn582PQPwB,19,2,7,5,2,3,4,1,1,2,2,4,4,2,4,4,3,1,1,2,2,1,1,2,2,4,2,2,2,1,1,4,3,3,3
R_12bhWMqzQ9qjzwf,20,2,2,5,2,3,4,1,1,2,2,4,2,3,2,2,2,3,3,1,2,1,1,1,3,4,3,4,3,4,2,4,4,3,4
R_3ERxU0lieRV1zEU,25,1,6,5,2,3,4,1,1,2,2,4,4,2,4,4,1,1,1,2,1,1,1,3,2,2,2,2,2,3,3,1,3,3,3
R_2ttGt1hx1IAa9zu,18,2,5,5,2,3,4,1,1,2,2,4,3,4,4,4,2,1,1,2,3,2,2,3,2,4,2,1,3,3,3,3,1,2,2
R_2veukWUSoS2xCy2,18,2,1,5,2,3,4,1,1,2,2,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3
R_1PXIhhWR44NNkPd,20,2,6,5,3,3,4,0.75,1,2,2,4,4,4,4,4,4,4,3,4,3,3,3,2,2,2,3,2,2,3,3,4,3,3,3
R_2y2S3FmpkGmkz4T,20,1,5,5,2,3,4,1,1,2,2,4,4,4,4,4,4,1,3,1,1,1,2,1,3,2,3,3,1,3,2,1,2,2,3
R_3CUykbl0D6tNCis,20,2,7,5,2,3,4,1,1,2,2,4,4,4,4,4,1,3,1,3,2,3,1,2,2,4,2,2,2,3,2,3,3,3,3
R_1d6UN1xQ5T8Gnls,18,1,2,5,2,3,4,1,1,2,2,4,4,4,4,4,4,1,1,3,1,1,1,2,2,2,2,3,2,3,2,4,3,1,3
R_1OHwl0UwKERuxNm,18,1,7,5,2,3,4,1,1,2,2,4,4,1,4,4,4,1,1,1,3,1,1,3,3,2,3,3,1,2,3,2,2,1,2
R_WdPLnCucjKDvd2V,20,2,1,5,2,3,4,1,1,2,2,4,3,3,4,4,4,1,3,3,1,1,1,4,2,2,2,4,4,2,2,4,3,3,3
R_2YAovvihplfdO5l,18,2,2,5,2,3,4,1,1,2,2,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1
R_2bNm8iJKZsJ6ay7,18,2,1,4,5,2,3,1,2,2,3,1,2,3,3,4,1,2,4,4,1,2,3,1,2,1,4,3,4,3,2,3,3,1,2
R_NXVJ6cmPgmq1lfj,18,2,5,4,5,2,3,1,2,2,3,2,3,1,3,4,3,4,4,4,4,4,3,3,2,1,4,2,1,3,1,2,3,2,3
R_UyXf0koqORo7VXb,19,2,4,4,5,2,3,1,2,2,3,2,2,2,2,2,2,4,2,3,4,4,4,2,3,3,3,3,3,1,1,1,1,1,1
R_1mXInkujOPzyM5K,19,2,5,4,5,2,3,1,2,2,3,2,2,3,3,2,3,2,4,2,1,4,4,1,2,1,1,1,1,2,2,2,2,2,2
R_3iViK5jupRz0MbC,18,1,2,4,5,2,3,1,2,2,3,2,2,3,2,2,3,4,4,4,3,3,2,4,2,1,3,4,1,3,3,2,3,3,3
R_3ki9iNyiYwXQDMB,18,2,5,4,2,2,3,0.75,2,2,3,3,2,3,3,3,3,1,1,1,1,1,1,4,3,4,4,4,4,2,2,2,2,1,2
R_3M9egG8DsyF4nip,21,1,6,4,5,2,3,1,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,2,2,2
R_1CjUN50PGw37Ud7,18,2,2,4,5,2,3,1,2,2,3,3,2,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2
R_3jdmekQlkuiggEx,20,2,4,4,5,2,3,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,1,4,1,4,1,1,4,2,3,2,2,4
R_2U5bmTBl1pXQm1P,18,2,4,4,5,2,3,1,2,2,3,3,2,3,3,2,4,1,1,3,1,1,1,4,2,4,3,3,3,2,2,3,2,1,3
R_3fJpwNEGlWLDI0O,19,2,1,4,5,2,3,1,2,2,3,3,4,3,3,3,3,4,2,2,4,2,4,1,1,2,1,2,2,4,2,2,4,1,1
R_Ycy7HZNOs7CrONj,18,2,2,4,5,2,3,1,2,2,3,3,2,3,3,3,3,2,4,3,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4
R_1fdd4vrTtQ4DR5e,18,1,1,4,5,2,3,1,2,2,3,3,3,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2
R_270SvnPMoy2nnVD,18,2,5,4,5,2,3,1,2,2,3,3,3,3,3,3,2,4,4,2,4,4,4,1,3,1,3,1,1,2,4,2,2,2,2
R_24tLwkj7ileQMNP,19,2,5,4,5,2,3,1,2,2,3,3,3,4,3,3,3,2,3,4,4,3,4,1,4,1,4,3,1,3,2,3,2,2,2
R_33vii3oL14K8Q0A,18,2,1,4,5,2,3,1,2,2,3,3,3,3,3,3,4,4,4,1,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2
R_24jcM0UMBVVyflY,19,2,7,4,5,2,3,1,2,2,3,3,3,2,3,3,4,4,4,2,4,4,4,4,3,1,2,1,1,3,2,2,2,2,2
R_6tbukABWQhQ67hT,18,2,4,4,5,2,3,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2
R_5pzS19sCFtE9KMN,19,2,2,4,5,2,3,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,4,1,2,2,2,2,2,2
R_3GiB3uNwbtKbq3P,18,1,1,4,5,2,3,1,2,2,3,3,2,2,3,3,4,2,4,2,4,4,4,1,1,1,1,1,1,4,2,2,2,2,2
R_24Aahf2vCPDS7hF,18,2,2,4,5,2,3,1,2,2,3,3,3,3,3,2,3,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2
R_3dE0WTHBrdkBcQy,19,1,6,4,5,2,3,1,2,2,3,3,4,3,3,3,3,2,2,2,2,2,3,1,3,1,1,1,1,4,4,2,4,3,2
R_25F2gM982r44Xyx,19,2,4,4,5,2,3,1,2,2,3,4,4,4,4,3,4,4,3,3,4,2,4,3,3,3,2,3,3,1,1,4,1,1,2
R_3kcfeRKxNH0XHjT,19,2,7,3,4,5,2,1,2,2,4,1,3,2,2,2,4,2,2,4,3,3,3,1,3,4,4,4,4,1,3,1,1,3,2
R_11ZMJIt186E545H,19,2,1,4,4,5,2,0.75,2,2,4,1,2,2,3,3,2,3,1,4,3,1,4,2,4,4,2,4,2,4,1,3,4,4,1
R_2cpYvcbzvz0G132,18,1,1,3,4,5,2,1,2,2,4,2,2,3,2,2,2,1,3,1,3,2,2,3,4,3,3,1,4,3,3,3,4,3,3
R_3fT20n75mv8oDyZ,18,2,4,3,4,5,2,1,2,2,4,2,4,2,2,2,2,3,3,2,3,3,3,4,4,4,4,4,4,1,1,1,1,3,1
R_eQZRf37Iy1knzc5,19,2,1,3,4,5,2,1,2,2,4,2,1,4,2,2,2,1,2,2,3,3,3,1,2,4,3,1,4,2,1,2,1,1,1
R_3wwJdJHyq5APv1v,18,2,5,3,4,5,2,1,2,2,4,2,1,1,2,2,2,3,2,1,3,3,3,4,3,2,4,4,4,2,1,1,1,1,1
R_2D2cL4kPYyQExs6,18,2,2,3,4,5,2,1,2,2,4,2,1,4,4,3,3,3,3,3,2,3,2,1,4,2,3,4,2,1,1,2,1,1,1
R_0pT6GGBh9O4ZKjT,20,2,1,3,4,5,2,1,2,2,4,2,2,2,2,2,2,3,2,4,3,3,3,3,4,4,4,4,4,1,3,3,1,1,1
R_2YhcQYLh9RvLG8U,18,2,6,3,4,5,2,1,2,2,4,2,1,1,3,3,3,4,3,3,2,4,3,1,4,4,2,3,3,1,1,3,1,3,2
R_1GIGDgolTrW0mb7,19,2,2,3,4,5,2,1,2,2,4,2,2,2,2,2,4,1,4,2,4,3,3,4,4,4,1,4,4,1,1,1,1,4,4
R_2SxbHD09ZfpvZsI,19,2,1,3,4,5,2,1,2,2,4,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1
R_3JEmhBdQHaXISjC,18,2,2,3,4,5,2,1,2,2,4,2,2,2,2,2,2,1,1,4,3,2,1,3,2,4,3,4,3,2,1,2,1,1,1
R_pQ1KJUoIKyPdxIJ,19,2,4,3,4,5,2,1,2,2,4,2,2,2,2,2,2,3,3,3,4,3,3,3,4,3,1,4,4,1,1,1,1,1,3
R_217yNijypCQbKz0,20,2,3,3,4,5,2,1,2,2,4,2,2,1,2,2,2,3,3,2,3,3,3,1,4,4,3,4,2,1,1,1,1,1,1
R_3gZNxe4m6y3iSM0,18,1,1,3,4,5,2,1,2,2,4,2,3,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,1,1,1,1,1
R_ZEqHZk7oknqEdzP,21,2,6,3,4,5,2,1,2,2,4,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1
R_2PdpuY9BwiKARH9,19,2,1,3,4,5,2,1,2,2,4,2,2,2,2,2,2,3,3,2,4,3,3,1,1,4,3,3,4,2,3,2,2,1,1
R_3wytguwXCWzQinT,20,1,1,3,4,5,2,1,2,2,4,2,2,2,2,2,3,1,1,3,1,3,3,4,3,3,4,4,4,1,1,4,1,1,1
R_3nGB07vLe8fIwFo,18,2,2,3,4,5,2,1,2,2,4,2,2,4,2,2,2,3,1,2,3,3,3,1,4,3,1,4,4,1,1,4,3,1,1
R_qCoHiKq5ySge4mJ,19,2,6,3,4,5,2,1,2,2,4,3,2,2,2,3,2,3,3,2,3,3,3,4,4,4,4,3,4,1,1,2,1,1,1
R_1n6JpHbdMNWer6p,21,2,2,3,4,5,2,1,2,2,4,3,2,1,2,3,2,1,2,3,3,3,4,3,4,4,4,4,4,2,1,1,1,1,1
R_sRIVa1bJN2L9OqB,21,2,2,3,4,5,2,1,2,2,4,4,3,4,1,2,2,3,3,3,1,2,1,4,1,4,1,4,1,4,2,2,4,4,2
R_3LhwixYWfPNyizc,20,2,1,3,4,5,2,1,2,2,4,4,4,1,4,4,1,3,3,3,3,3,3,2,2,2,2,2,2,4,1,3,1,2,1
R_2q7TAvVnjEMSMVO,21,2,6,3,4,5,2,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,3,1,3,1,4,3,3,2