"","X1.T1","ID","Animal.T1","Artifact.T1","Object.T1","Plant.T1","Biology.T1","Physics.T1","Psychology.T1","INT.T1","MCI.T1","age","sex","race","AC_1","AC_2","AC_3","AC_4","AC","Version.T1","Condition.T1","Order.T1","1_Test blockV1_INT.T1","2_Test blockV1_INT.T1","3_Test blockV1_INT.T1","4_Test blockV1_MCI.T1","5_Test blockV1_MCI.T1","6_Test blockV1_MCI.T1","7_Test blockV1_INT.T1","8_Test blockV1_INT.T1","9_Test blockV1_INT.T1","10_Test blockV1_MCI.T1","11_Test blockV1_MCI.T1","12_Test blockV1_MCI.T1","13_Test blockV1_INT.T1","14_Test blockV1_INT.T1","15_Test blockV1_INT.T1","16_Test blockV1_MCI.T1","17_Test blockV1_MCI.T1","18_Test blockV1_MCI.T1","19_Test blockV1_INT.T1","20_Test blockV1_INT.T1","21_Test blockV1_INT.T1","22_Test blockV1_MCI.T1","23_Test blockV1_MCI.T1","24_Test blockV1_MCI.T1","Breach.T1","Transfer.T1","X1.T2","Animal.T2","Artifact.T2","Object.T2","Plant.T2","Biology.T2","Physics.T2","Psychology.T2","INT.T2","MCI.T2","Age","Sex","Race","Version.T2","Condition.T2","Order.T2","1_Test blockV1_INT.T2","2_Test blockV1_INT.T2","3_Test blockV1_INT.T2","4_Test blockV1_MCI.T2","5_Test blockV1_MCI.T2","6_Test blockV1_MCI.T2","7_Test blockV1_INT.T2","8_Test blockV1_INT.T2","9_Test blockV1_INT.T2","10_Test blockV1_MCI.T2","11_Test blockV1_MCI.T2","12_Test blockV1_MCI.T2","13_Test blockV1_INT.T2","14_Test blockV1_INT.T2","15_Test blockV1_INT.T2","16_Test blockV1_MCI.T2","17_Test blockV1_MCI.T2","18_Test blockV1_MCI.T2","19_Test blockV1_INT.T2","20_Test blockV1_INT.T2","21_Test blockV1_INT.T2","22_Test blockV1_MCI.T2","23_Test blockV1_MCI.T2","24_Test blockV1_MCI.T2","Breach.T2","Transfer.T2"
"82",82,3704,0.666666666666667,1,0.666666666666667,1,1,1,0.6,1,0.833333333333333,19,2,2,1,4,3,2,1,2,1,4,2,2,2,2,2,2,3,3,3,3,3,1,4,4,4,4,4,4,1,1,1,1,1,3,0.833333333333333,0.833333333333333,73,0.666666666666667,0.666666666666667,1,1,1,1,0.6,0.666666666666667,0.833333333333333,19,2,2,2,1,4,2,2,1,2,2,2,3,1,4,3,1,3,4,4,4,4,4,4,1,1,2,1,1,3,0.833333333333333,0.833333333333333
"83",83,3716,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.75,0.4,0.583333333333333,0.5,18,1,2,1,2,3,4,1,2,2,4,1,1,2,1,2,2,1,3,3,3,1,4,2,3,4,3,3,4,1,1,1,3,1,1,0.666666666666667,0.333333333333333,74,0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0.75,0,0.0833333333333333,0.333333333333333,18,1,2,2,2,4,1,3,1,1,1,1,2,1,4,3,2,4,3,1,2,4,4,4,2,2,1,3,2,3,0.5,0.166666666666667
"84",84,3776,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.75,0.8,0.666666666666667,0.75,18,2,6,1,4,3,2,1,2,1,4,2,2,2,2,3,3,3,3,2,3,3,2,4,4,3,4,4,4,2,1,3,1,1,1,0.833333333333333,0.666666666666667,75,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.75,0.4,0.416666666666667,0.583333333333333,18,2,6,2,1,4,2,2,1,2,2,3,2,3,2,3,2,4,4,1,1,2,4,4,2,1,2,1,1,3,0.666666666666667,0.5
"85",85,3802,1,0.333333333333333,0.666666666666667,1,1,0.75,0.6,0.416666666666667,0.75,18,2,6,2,1,4,3,1,1,1,1,3,1,1,1,1,1,4,2,2,2,1,1,4,2,4,3,3,2,2,3,4,4,4,4,0.833333333333333,0.666666666666667,76,1,0.333333333333333,0.666666666666667,1,1,0.75,0.6,0.416666666666667,0.75,18,2,6,1,1,1,2,2,1,1,1,1,4,3,2,2,1,1,3,2,4,3,3,1,2,4,4,4,4,4,0.833333333333333,0.666666666666667
"86",86,4046,0,1,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.4,0.25,0.416666666666667,18,2,6,2,3,4,1,1,2,2,3,1,2,1,2,3,1,4,4,2,4,4,2,4,3,2,3,2,1,3,2,3,1,2,3,0.333333333333333,0.5,77,0,0,0.666666666666667,0.666666666666667,0,0.5,0.4,0.166666666666667,0.333333333333333,18,2,6,2,2,3,3,2,4,2,2,3,4,1,2,4,1,4,4,4,4,4,3,2,3,3,4,4,2,1,0.333333333333333,0.333333333333333
"87",87,4055,0.333333333333333,1,1,1,0.666666666666667,1,0.8,0.75,0.833333333333333,18,2,2,1,2,3,4,1,2,2,4,3,2,2,3,2,2,2,2,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,2,0.666666666666667,1,78,0.666666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0.8,0.583333333333333,0.75,18,2,2,2,2,4,2,3,2,3,2,2,3,4,4,3,3,2,3,3,4,1,4,4,1,1,1,1,1,1,0.833333333333333,0.666666666666667
"88",88,4070,1,1,1,1,1,1,1,0.583333333333333,1,18,1,1,1,2,3,4,1,2,2,4,2,1,2,2,2,2,3,3,4,3,3,3,4,4,1,4,4,4,1,2,2,1,1,1,1,1,79,1,1,1,1,1,1,1,0.75,1,18,1,1,2,2,4,2,1,2,2,2,2,3,3,4,3,3,3,4,4,2,4,4,4,1,1,1,1,1,1,1,1
"89",89,4102,0.666666666666667,1,1,0,0.666666666666667,0.5,0.8,0.5,0.666666666666667,18,1,6,1,2,3,4,1,2,2,4,2,1,2,2,2,1,3,3,1,2,3,3,1,2,4,2,4,4,2,1,2,1,1,2,0.5,0.833333333333333,80,0,0.333333333333333,1,0,0,0,0.8,0.333333333333333,0.333333333333333,18,1,6,2,2,4,1,1,1,4,1,3,3,4,2,2,3,3,1,1,4,3,2,2,2,1,1,1,1,2,0,0.666666666666667
"90",90,4105,1,1,1,1,1,1,1,0.833333333333333,1,18,2,1,4,3,2,1,1,2,1,3,3,2,3,3,3,3,4,4,3,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,1,1,81,1,1,1,1,1,1,1,0.666666666666667,1,18,2,1,2,1,3,3,2,2,3,3,3,4,4,3,4,4,4,1,1,1,1,1,1,2,2,3,2,2,2,1,1
"91",91,4161,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.25,0.6,0.333333333333333,0.333333333333333,19,2,5,4,1,2,3,1,1,2,1,3,3,3,3,3,1,2,3,2,1,1,3,4,1,4,1,1,1,4,4,1,4,4,4,0.333333333333333,0.333333333333333,82,1,0.333333333333333,1,0,0.333333333333333,0.25,1,0.166666666666667,0.583333333333333,19,2,5,1,2,1,3,2,3,1,3,2,1,2,1,1,2,2,4,2,2,1,3,2,3,4,3,4,4,4,0.5,0.666666666666667
"92",92,4182,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0.75,0.4,0.25,0.416666666666667,18,2,2,3,4,1,2,1,1,2,2,2,1,3,1,3,4,1,2,2,1,3,3,2,3,1,1,3,2,4,2,3,1,3,3,0.666666666666667,0.166666666666667,83,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.5,0.4,0.0833333333333333,0.333333333333333,18,2,2,1,2,2,3,3,2,1,2,2,1,4,2,4,1,3,3,4,3,1,2,2,4,1,4,3,1,4,0.333333333333333,0.333333333333333
"93",93,4183,0.666666666666667,1,0.333333333333333,1,1,1,0.4,0.5,0.75,21,2,1,1,2,3,4,1,2,2,4,2,2,1,2,2,2,1,3,1,3,3,3,3,3,4,4,4,4,1,2,1,2,4,4,0.833333333333333,0.666666666666667,84,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.6,0.333333333333333,0.5,21,2,1,2,2,4,2,1,1,2,3,2,2,3,1,4,3,3,4,3,3,3,4,2,2,1,4,1,3,3,0.5,0.5
"94",94,4191,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0.4,0.416666666666667,0.5,19,2,6,4,3,2,1,1,2,1,3,3,3,1,1,3,2,2,4,3,4,4,3,3,2,4,1,1,4,2,2,3,2,1,4,0.333333333333333,0.666666666666667,85,0.333333333333333,1,0.666666666666667,0,0.333333333333333,0.25,0.8,0.416666666666667,0.5,20,2,6,2,1,3,3,4,3,2,3,1,1,1,3,3,4,1,4,2,1,3,3,1,2,2,3,2,2,2,0.333333333333333,0.666666666666667
"95",95,4204,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.25,0.2,0.416666666666667,0.333333333333333,19,2,6,4,3,2,1,1,2,1,3,1,3,3,3,3,3,2,3,4,2,2,1,2,3,1,2,4,2,3,3,2,4,2,3,0.333333333333333,0.333333333333333,86,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.2,0.166666666666667,0.25,19,2,4,2,1,3,1,4,4,2,3,4,4,3,2,4,3,4,2,3,3,4,2,3,4,2,3,4,3,3,0.166666666666667,0.333333333333333
"96",96,4221,0.666666666666667,1,0.333333333333333,0.666666666666667,0.666666666666667,0.75,0.6,0.916666666666667,0.666666666666667,18,2,6,3,4,1,2,1,1,2,2,4,4,1,4,4,4,1,1,1,1,1,4,2,2,2,4,4,2,3,3,3,4,3,3,0.833333333333333,0.5,87,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.75,1,0.916666666666667,0.833333333333333,18,2,6,1,2,2,4,4,4,2,4,4,1,1,4,1,1,1,2,2,2,2,2,4,3,3,3,3,3,3,0.666666666666667,1
"97",97,4259,0,0,0,0,0,0,0,0.166666666666667,0,18,2,5,2,1,4,3,1,1,1,1,3,3,2,3,2,2,1,3,1,3,1,1,1,2,2,2,2,2,4,4,1,1,1,1,0,0,88,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.75,0,0.416666666666667,0.333333333333333,18,2,5,1,1,1,1,1,1,1,3,3,3,1,2,2,1,4,4,2,2,2,3,3,2,4,1,1,1,1,0.666666666666667,0
"98",98,4296,0.666666666666667,1,1,1,1,0.75,1,0.75,0.916666666666667,18,2,6,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,3,3,3,1,3,2,4,4,4,4,4,0.833333333333333,1,89,0.666666666666667,1,1,1,1,0.75,1,0.666666666666667,0.916666666666667,18,2,6,1,1,1,1,4,1,1,1,1,2,2,1,2,2,2,3,3,2,3,2,3,2,4,4,4,4,4,0.833333333333333,1
"99",99,4626,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0.4,0.583333333333333,0.5,19,1,1,3,4,1,2,1,1,2,2,4,4,3,3,4,3,1,1,1,1,3,1,2,3,2,2,3,2,2,2,4,2,4,3,0.5,0.5,90,0.333333333333333,1,0.666666666666667,0.333333333333333,0.666666666666667,0.25,0.8,0.916666666666667,0.583333333333333,19,1,1,1,2,2,4,4,1,3,4,1,1,1,1,4,1,1,2,2,2,2,4,2,3,3,3,3,1,3,0.333333333333333,0.833333333333333
"100",100,4689,1,0.666666666666667,1,0.666666666666667,1,0.5,1,0.833333333333333,0.833333333333333,19,2,2,3,2,1,4,1,1,1,2,4,4,4,4,4,4,1,1,2,3,1,1,2,2,2,2,2,4,3,2,3,3,3,3,0.666666666666667,1,91,1,0.666666666666667,0.333333333333333,0.333333333333333,1,0.25,0.6,0.5,0.583333333333333,19,2,2,1,1,2,4,3,3,4,4,2,1,1,2,2,1,1,2,2,3,2,2,4,1,3,4,4,1,3,0.5,0.666666666666667
"101",101,4718,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.75,0.4,0.5,0.583333333333333,18,2,1,4,1,2,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,3,4,3,3,3,3,3,3,0.666666666666667,0.5,92,0.666666666666667,0,0.333333333333333,0.666666666666667,0.333333333333333,0.75,0.2,0.583333333333333,0.416666666666667,18,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,4,4,3,4,3,4,1,3,3,3,3,2,0.666666666666667,0.166666666666667
"102",102,4878,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.5,0.4,0.0833333333333333,0.333333333333333,18,2,2,2,1,4,3,1,1,1,1,3,4,2,2,4,4,4,4,3,3,2,2,1,3,2,1,3,3,1,2,1,3,2,2,0.333333333333333,0.333333333333333,93,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.25,0,0.166666666666667,0.166666666666667,18,2,2,1,1,1,3,4,2,2,1,3,4,4,2,4,1,4,4,4,2,2,3,1,1,1,4,3,3,3,0.166666666666667,0.166666666666667
"103",103,4889,1,1,0.333333333333333,1,1,1,0.6,0.916666666666667,0.833333333333333,19,2,1,1,2,3,4,1,2,2,4,2,2,2,2,2,2,3,3,2,3,3,1,4,4,4,4,4,4,1,1,1,1,3,1,1,0.666666666666667,94,1,1,0.666666666666667,0.666666666666667,1,0.75,0.8,0.583333333333333,0.833333333333333,19,2,1,2,2,4,2,2,3,2,2,2,3,3,2,1,3,1,4,1,4,4,4,4,4,1,2,1,1,1,0.833333333333333,0.833333333333333
"104",104,4942,0.666666666666667,1,1,0.666666666666667,1,0.75,0.8,1,0.833333333333333,18,1,1,2,1,4,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,2,0.666666666666667,1,95,0.666666666666667,1,0.333333333333333,1,1,1,0.4,0.916666666666667,0.75,18,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,3,3,3,3,3,3,4,4,4,4,1,1,0.833333333333333,0.666666666666667
"105",105,5093,0,0,0,0,0,0,0,0.166666666666667,0,18,1,2,4,1,3,3,0.75,1,2,1,4,4,1,4,4,4,3,3,1,3,4,3,3,2,2,2,2,2,1,1,1,3,1,3,0,0,96,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.2,0.0833333333333333,0.166666666666667,18,1,2,1,2,1,4,4,4,4,4,3,3,3,4,3,1,3,1,2,1,3,2,2,1,1,4,4,3,3,0,0.333333333333333
"106",106,5105,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,1,0,0.6,0.5,0.5,21,2,1,1,4,3,2,1,2,1,4,2,1,4,2,2,3,3,1,4,4,1,3,3,3,4,4,3,3,1,1,1,3,1,1,0.333333333333333,0.666666666666667,97,0.666666666666667,0.333333333333333,1,0,0.333333333333333,0,1,0.166666666666667,0.5,21,2,1,2,1,4,4,1,3,2,4,1,1,4,4,1,3,3,3,2,2,2,2,2,1,3,1,1,1,1,0.333333333333333,0.666666666666667
"107",107,5182,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.8,0.583333333333333,0.833333333333333,20,1,1,1,4,3,2,1,2,1,4,2,2,4,2,2,2,4,3,3,3,3,2,1,2,4,2,4,4,1,3,1,1,1,1,1,0.666666666666667,98,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.75,0.8,0.333333333333333,0.666666666666667,21,1,1,2,1,4,2,1,4,2,3,2,4,3,4,3,3,2,1,2,4,3,3,4,1,3,4,1,1,1,0.833333333333333,0.5
"108",108,5404,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,1,0.25,0.6,0.833333333333333,0.583333333333333,18,1,6,3,2,1,4,1,1,1,2,4,4,4,4,4,1,1,1,3,1,2,4,4,2,2,2,4,1,3,3,3,3,3,3,0.5,0.666666666666667,99,0.666666666666667,0.333333333333333,1,0.666666666666667,0.666666666666667,0.5,0.8,0.5,0.666666666666667,18,1,6,1,1,2,4,4,3,3,4,2,1,1,4,1,4,1,3,2,4,2,2,1,4,3,4,3,3,3,0.5,0.833333333333333
"109",109,5466,1,1,1,1,1,1,1,0.583333333333333,1,19,2,1,4,1,2,3,1,1,2,1,1,4,4,1,1,1,2,3,1,2,2,2,3,3,3,3,3,3,1,4,4,4,4,4,1,1,100,1,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.8,0.5,0.666666666666667,19,2,1,1,2,1,1,1,1,1,4,2,1,4,1,3,2,4,4,3,3,3,3,3,2,1,4,4,4,4,0.666666666666667,0.666666666666667
"110",110,5497,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0.4,0.5,0.5,18,1,6,3,4,1,2,1,1,2,2,4,1,1,4,4,4,1,1,4,3,4,4,2,2,3,1,1,2,4,3,4,2,3,3,0.666666666666667,0.333333333333333,101,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0.25,0.4,0.416666666666667,0.333333333333333,18,1,6,1,2,2,1,3,4,4,1,3,1,3,4,2,4,2,2,2,3,3,1,2,1,3,4,4,3,3,0.5,0.166666666666667
"111",111,5498,0,0,0,0.333333333333333,0,0.25,0,0.25,0.0833333333333333,17,2,1,1,4,3,2,1,2,1,4,4,3,3,1,3,2,4,3,4,2,4,4,2,4,3,2,1,1,3,4,1,2,3,2,0.166666666666667,0,102,0,0,0.333333333333333,1,0.333333333333333,0.5,0.2,0.416666666666667,0.333333333333333,17,2,1,2,1,4,3,4,2,1,4,2,4,3,2,3,1,3,2,4,2,4,1,3,1,4,1,2,3,3,0.333333333333333,0.333333333333333
"112",112,5509,0.666666666666667,0.666666666666667,1,0.333333333333333,0.333333333333333,0.75,0.8,0.666666666666667,0.666666666666667,18,2,7,1,4,3,2,1,2,1,4,2,2,2,4,2,2,3,3,3,4,2,3,1,3,2,2,4,4,1,1,2,1,1,1,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,5522,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.5,0.6,0.0833333333333333,0.666666666666667,19,1,4,2,3,4,1,1,2,2,3,4,3,2,3,3,3,2,2,2,3,4,4,2,3,2,1,1,4,3,3,4,3,2,3,0.5,0.833333333333333,103,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0,0.166666666666667,0.166666666666667,19,1,4,2,2,3,2,1,1,2,3,2,3,4,3,2,2,3,1,4,2,1,4,2,4,3,4,3,3,4,0,0.333333333333333
"114",114,5652,0.666666666666667,0,0,0,0,0.25,0.2,0.5,0.166666666666667,23,1,2,1,4,3,2,1,2,1,4,2,3,2,1,3,1,3,4,4,2,1,1,4,3,2,3,4,1,1,2,1,4,4,1,0.333333333333333,0,104,0,0,0.333333333333333,0.333333333333333,0,0.25,0.2,0.333333333333333,0.166666666666667,23,1,2,2,1,4,2,3,3,4,1,1,4,2,3,3,2,3,2,3,2,1,2,3,1,1,2,3,4,4,0.166666666666667,0.166666666666667
"115",115,5654,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0.25,0.2,0.333333333333333,0.25,17,2,6,3,4,1,2,1,1,2,2,1,1,3,4,3,4,3,1,1,2,3,3,2,2,3,1,4,3,1,2,2,2,1,3,0.5,0,105,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.5,0,0.416666666666667,0.25,17,2,6,1,2,2,1,4,3,4,3,4,2,1,4,3,3,2,1,2,2,3,3,2,1,3,1,1,1,1,0.5,0
"116",116,5668,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.75,0.2,0.333333333333333,0.5,19,2,6,2,1,4,3,1,1,1,1,3,1,1,1,1,1,2,2,1,2,3,2,4,4,4,4,3,4,1,3,3,3,3,3,0.666666666666667,0.333333333333333,106,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0.2,0.25,0.416666666666667,19,2,6,1,1,1,3,3,1,1,1,1,2,2,1,2,3,2,4,4,4,4,4,4,1,3,3,3,3,3,0.5,0.333333333333333
"117",117,5715,1,1,0,0.333333333333333,0.666666666666667,0.75,0.4,0.5,0.583333333333333,19,1,6,1,4,3,2,1,2,1,4,2,2,2,2,2,3,1,3,2,3,3,1,1,2,4,1,4,4,1,4,4,2,3,1,0.833333333333333,0.333333333333333,107,1,1,0,0.333333333333333,0.666666666666667,0.75,0.4,0.5,0.583333333333333,19,1,6,2,1,4,2,2,3,2,2,3,3,3,1,3,3,1,1,2,4,3,4,4,1,3,4,2,3,1,0.833333333333333,0.333333333333333
"118",118,5759,0.666666666666667,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.4,0.333333333333333,0.5,19,2,4,1,4,3,2,1,2,1,4,4,2,1,2,1,1,3,3,2,3,1,3,2,3,4,4,4,3,3,4,4,2,1,4,0.5,0.5,108,0.333333333333333,0,0,0.333333333333333,0,0.25,0.2,0.25,0.166666666666667,19,2,6,1,1,4,2,4,3,3,1,2,2,2,3,2,1,1,1,4,2,2,3,2,3,3,3,4,4,1,0.333333333333333,0
"119",119,5795,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.75,1,0.666666666666667,0.833333333333333,18,2,7,3,2,1,4,1,1,1,2,3,4,3,2,4,4,1,1,1,1,1,1,2,1,2,2,2,4,3,2,3,3,3,3,0.666666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,5830,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.5,0.8,0.5,0.75,20,2,1,1,2,3,4,1,2,2,4,2,2,2,2,2,1,3,3,1,3,4,3,3,2,1,4,1,4,2,4,1,1,1,1,0.666666666666667,0.833333333333333,109,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.5,0,0.25,0.25,20,2,1,2,2,4,1,2,3,1,1,3,3,1,4,2,4,4,3,2,3,4,4,4,1,2,4,3,3,2,0.333333333333333,0.166666666666667
"121",121,5840,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0,0.4,0.166666666666667,0.25,20,2,1,4,3,2,1,1,2,1,3,3,1,2,3,4,2,3,1,3,2,3,2,2,4,4,4,4,3,1,2,4,2,1,2,0.333333333333333,0.166666666666667,110,0,0.333333333333333,0,0.333333333333333,0,0.25,0.2,0.25,0.166666666666667,20,2,1,2,1,3,2,3,3,2,2,3,2,2,4,1,4,2,2,2,3,4,2,3,3,3,4,3,3,4,0.166666666666667,0.166666666666667
"122",122,5878,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.25,0,0.25,0.166666666666667,20,2,5,3,4,1,2,1,1,2,2,2,2,2,3,3,3,4,1,2,3,4,4,2,3,4,2,2,1,4,2,3,2,1,4,0.166666666666667,0.166666666666667,111,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.2,0.25,0.166666666666667,20,2,5,1,2,2,3,3,2,1,3,3,4,2,3,2,3,1,2,3,2,2,3,3,3,2,2,2,4,4,0,0.333333333333333
"123",123,6028,0.333333333333333,0,0,1,0.333333333333333,0.5,0.2,0.0833333333333333,0.333333333333333,20,2,1,1,4,3,2,1,2,1,4,1,2,4,1,1,2,2,2,2,3,4,1,1,2,3,4,1,2,2,4,4,3,4,1,0.5,0.166666666666667,112,0.333333333333333,0,0.666666666666667,1,0.333333333333333,0.75,0.4,0.25,0.5,20,2,1,2,1,4,1,4,2,1,1,2,4,1,2,3,1,3,2,2,4,4,4,2,1,2,3,1,3,3,0.5,0.5
"124",124,6031,0.333333333333333,0.333333333333333,1,0,0,0,1,0.0833333333333333,0.416666666666667,19,2,7,2,1,4,3,1,1,1,1,3,4,3,2,3,3,3,1,3,3,2,2,2,4,1,2,4,1,4,3,1,4,4,4,0.166666666666667,0.666666666666667,113,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.4,0.166666666666667,0.25,19,2,7,1,1,1,3,4,4,3,1,2,2,1,3,4,4,2,2,4,2,2,4,1,4,3,2,1,4,3,0,0.5
"125",125,6071,0.666666666666667,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.4,0.583333333333333,0.5,18,1,2,3,2,1,4,1,1,1,2,1,1,4,4,2,1,1,1,1,1,4,1,2,2,3,2,2,3,3,2,4,3,1,4,0.5,0.5,114,0.666666666666667,0.333333333333333,1,0.333333333333333,0.666666666666667,0.5,0.6,0.416666666666667,0.583333333333333,18,1,2,1,1,2,1,1,4,4,4,3,1,3,1,1,4,1,2,2,3,4,2,4,1,2,1,3,3,1,0.5,0.666666666666667
